order_id,customer_id,order_date,exported_at,amount,currency,status,country_code,source_system
ORD-000101,CUS-0025,2026-07-02,2026-07-02T23:03:55Z,26151.99,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000102,CUS-0033,2026-07-02,2026-07-02T23:02:53Z,172947.38,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000103,CUS-0012,2026-07-02,2026-07-02T23:04:00Z,75017.92,INR,PAID,IN,ACME_COMMERCE
ORD-000104,CUS-0008,2026-07-02,2026-07-02T23:08:11Z,187713.94,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000105,CUS-0012,2026-07-02,2026-07-02T23:06:46Z,11748.30,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000106,CUS-0038,2026-07-02,2026-07-02T23:07:53Z,209118.26,INR,PAID,IN,ACME_COMMERCE
ORD-000107,CUS-0001,2026-07-02,2026-07-02T23:04:24Z,170677.45,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000108,CUS-0007,2026-07-02,2026-07-02T23:05:15Z,78308.96,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000109,CUS-0032,2026-07-02,2026-07-02T23:02:17Z,29952.46,INR,PENDING,IN,ACME_COMMERCE
ORD-000110,CUS-0012,2026-07-02,2026-07-02T23:01:13Z,83577.04,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000111,CUS-0033,2026-07-02,2026-07-02T23:00:18Z,234417.85,INR,PENDING,IN,ACME_COMMERCE
ORD-000112,CUS-0001,2026-07-02,2026-07-02T23:06:08Z,140692.73,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000113,CUS-0020,2026-07-02,2026-07-02T23:05:12Z,24305.47,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000114,CUS-0017,2026-07-02,2026-07-02T23:03:28Z,61354.70,USD,CANCELLED,US,ACME_COMMERCE
ORD-000115,CUS-0028,2026-07-02,2026-07-02T23:09:08Z,188884.20,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000116,CUS-0024,2026-07-02,2026-07-02T23:08:54Z,136789.71,INR,REFUNDED,IN,ACME_COMMERCE
ORD-000117,CUS-0039,2026-07-02,2026-07-02T23:09:23Z,185564.86,INR,PAID,IN,ACME_COMMERCE
ORD-000118,CUS-0031,2026-07-02,2026-07-02T23:02:58Z,127295.15,INR,PAID,IN,ACME_COMMERCE
ORD-000119,CUS-0013,2026-07-02,2026-07-02T23:09:31Z,127513.47,INR,PAID,IN,ACME_COMMERCE
ORD-000120,CUS-0035,2026-07-02,2026-07-02T23:05:22Z,104443.90,INR,CANCELLED,IN,ACME_COMMERCE
ORD-000121,CUS-0028,2026-07-02,2026-07-02T23:06:00Z,80557.68,INR,CANCELLED,IN,ACME_COMMERCE
